title,genres,cast,crew,runtime,vote_count,monthFact,actorFact,genFact,budget,revenue,popularity,vote_average,IMDB,rotten,metaC,release_date
Project X,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Oliver Cooper', 1: 'Jonathan Daniel Brown', 2: 'Thomas Mann', 3: 'Dax Flame', 4: 'Kirby Bliss Blanton', 5: 'Brady Hender', 6: 'Nick Nervies'}",Nima Nourizadeh,88,1564,0,0,1,12000000,100000000,49.070321,6.5,0.67,0.28,0.48,2012-03-01
Patton,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]","{0: 'George C. Scott', 1: 'Karl Malden', 2: 'Stephen Young', 3: 'Michael Strong', 4: 'Carey Loftin', 5: 'Albert Dumortier', 6: 'Frank Latimore'}",Franklin J. Schaffner,172,323,0,0,0,12000000,89800000,21.933822,7.3,0.8,0.95,0.91,1970-01-25
Quarantine,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Jennifer Carpenter', 1: 'Steve Harris', 2: 'Jay Hernandez', 3: 'Johnathon Schaech', 4: 'Columbus Short', 5: 'Andrew Fiscella', 6: 'Rade Serbedzija'}",John Erick Dowdle,89,339,0,0,1,12000000,40855419,8.083995,5.5,0.6,0.59,0.53,2008-10-10
The Eye,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Jessica Alba', 1: 'Alessandro Nivola', 2: 'Parker Posey', 3: 'Rade Serbedzija', 4: 'Fernanda Romero', 5: 'Obba Babatundé', 6: 'Danny Mora'}",Xavier Palud,98,281,0,0,1,12000000,56309766,11.135734,5.5,0.54,0.22,0.36,2008-02-01
Johnson Family Vacation,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Cedric the Entertainer', 1: 'Vanessa Williams', 2: 'Steve Harvey', 3: 'Shari Headley', 4: 'Shad Moss', 5: 'Solange Knowles', 6: 'Kat Graham'}",Christopher Erskin,97,30,0,0,1,12000000,31179516,4.623609,4.7,0.44,0.06,0.29,2004-04-07
How High,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Method Man', 1: 'Redman', 2: 'Obba Babatundé', 3: 'Mike Epps', 4: 'Anna Maria Horsford', 5: 'Fred Willard', 6: 'Jeffrey Jones'}",Jesse Dylan,93,218,0,0,1,12000000,31155435,11.510281,6.3,0.63,0.26,0.29,2001-12-21
Frida,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Salma Hayek', 1: 'Alfred Molina', 2: 'Mía Maestro', 3: 'Patricia Reyes Spíndola', 4: 'Diego Luna', 5: 'Roger Rees', 6: 'Ashley Judd'}",Julie Taymor,123,383,1,0,0,12000000,56298474,18.422327,7.3,0.74,0.75,0.61,2002-08-29
Katy Perry: Part of Me,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]","{0: 'Katy Perry', 1: 'Russell Brand', 2: 'Shannon Woodward', 3: 'Rachael Markarian', 4: 'Mia Moretti', 5: 'Glen Ballard', 6: 'Adam Marcello'}",Jane Lipsitz,93,85,0,0,0,12000000,32726956,8.410688,6.5,0.59,0.75,0.57,2012-06-28
The Fault in Our Stars,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Shailene Woodley', 1: 'Ansel Elgort', 2: 'Nat Wolff', 3: 'Laura Dern', 4: 'Sam Trammell', 5: 'Willem Dafoe', 6: 'Lotte Verbeek'}",Josh Boone,125,3759,1,0,0,12000000,307166834,74.358971,7.6,0.78,0.8,0.69,2014-05-16
Rounders,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Matt Damon', 1: 'John Turturro', 2: 'Gretchen Mol', 3: 'Goran Visnjic', 4: 'Edward Norton', 5: 'John Malkovich', 6: 'Famke Janssen'}",John Dahl,121,439,0,1,0,12000000,22921898,18.422008,6.9,0.73,0.65,0.54,1998-09-11
Stir of Echoes,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kevin Bacon', 1: 'Kathryn Erbe', 2: 'Illeana Douglas', 3: 'Kevin Dunn', 4: ""Conor O'Farrell"", 5: 'Lusia Strus', 6: 'Zachary David Cope'}",David Koepp,99,330,0,0,1,12000000,21133087,6.044161,6.5,0.7,0.67,0.67,1999-09-10
Philomena,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Judi Dench', 1: 'Steve Coogan', 2: 'Sophie Kennedy Clark', 3: 'Mare Winningham', 4: 'Barbara Jefford', 5: 'Ruth McCabe', 6: 'Peter Hermann'}",Stephen Frears,98,579,0,0,0,12000000,100129872,29.019504,7.4,0.76,0.92,0.77,2013-11-01
Aquamarine,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Emma Roberts', 1: ""Joanna 'JoJo' Levesque"", 2: 'Sara Paxton', 3: 'Jake McDorman', 4: 'Arielle Kebbel', 5: 'Claudia Karvan', 6: 'Bruce Spence'}",Elizabeth Allen Rosenbaum,104,364,0,0,1,12000000,23006849,16.931846,5.8,0.53,0.51,0.51,2006-03-03
Paper Towns,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Nat Wolff', 1: 'Cara Delevingne', 2: 'Justice Smith', 3: 'Austin Abrams', 4: 'Halston Sage', 5: 'Jaz Sinclair', 6: 'Cara Buono'}",Jake Schreier,109,1937,0,0,0,12000000,85512300,64.610671,6.1,0.63,0.56,0.56,2015-06-18
Nebraska,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Bruce Dern', 1: 'Will Forte', 2: 'Bob Odenkirk', 3: 'June Squibb', 4: 'Stacy Keach', 5: 'Missy Doty', 6: 'Rance Howard'}",Alexander Payne,115,636,0,0,1,12000000,17654912,29.223881,7.4,0.77,0.91,0.86,2013-09-21
Max Keeble's Big Move,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Alex D. Linz', 1: 'Zena Grey', 2: 'Nora Dunn', 3: 'Larry Miller', 4: 'Josh Peck', 5: 'Orlando Brown', 6: 'Justin Berfield'}",Tim Hill,86,33,0,0,1,12000000,17292381,1.081822,5.4,0.54,0.29,0.4,2001-10-05
Young Adult,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Charlize Theron', 1: 'Patton Oswalt', 2: 'Patrick Wilson', 3: 'Elizabeth Reaser', 4: 'Collette Wolfe', 5: 'Jill Eikenberry', 6: 'Richard Bekins'}",Jason Reitman,94,364,0,0,1,12000000,22939027,16.183746,5.6,0.63,0.81,0.71,2011-12-16
Crank,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jason Statham', 1: 'Amy Smart', 2: 'Jose Pablo Cantillo', 3: 'Efren Ramirez', 4: 'Dwight Yoakam', 5: 'Carlos Sanz', 6: 'Reno Wilson'}",Mark Neveldine,88,1151,1,0,1,12000000,42931041,47.992817,6.6,0.7,0.61,0.57,2006-08-31
Living Out Loud,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Holly Hunter', 1: 'Danny DeVito', 2: 'Queen Latifah', 3: 'Martin Donovan', 4: 'Rachael Leigh Cook', 5: 'Richard Schiff', 6: 'Elias Koteas'}",Richard LaGravenese,100,11,0,0,1,12000000,12902790,0.700792,5.3,0.66,0.59,0.64,1998-10-30
Das Boot,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Jürgen Prochnow', 1: 'Herbert Grönemeyer', 2: 'Klaus Wennemann', 3: 'Hubertus Bengsch', 4: 'Martin Semmelrogge', 5: 'Bernd Tauber', 6: 'Erwin Leder'}",Wolfgang Petersen,149,613,0,0,1,14000000,85000000,26.967494,7.9,0.84,0.98,0.86,1981-09-16
Sorority Boys,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Barry Watson', 1: 'Michael Rosenbaum', 2: 'Harland Williams', 3: 'Melissa Sagemiller', 4: 'Tony Denman', 5: 'Brad Beyer', 6: 'Kathryn Stockwood'}",Wallace Wolodarsky,93,47,0,0,1,12000000,0,3.444542,4.6,0.54,0.13,0.25,2002-03-22
Arbitrage,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Richard Gere', 1: 'Susan Sarandon', 2: 'Tim Roth', 3: 'Brit Marling', 4: 'Monica Raymund', 5: 'Nate Parker', 6: 'Bruce Altman'}",Nicholas Jarecki,100,294,0,0,1,12000000,35485056,16.40512,6.1,0.66,0.87,0.73,2012-09-14
Project Almanac,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Jonny Weston', 1: 'Virginia Gardner', 2: ""Sofia Black-D'Elia"", 3: 'Sam Lerner', 4: 'Allen Evangelista', 5: 'Amy Landecker', 6: 'Gary Weeks'}",Dean Israelite,106,933,0,0,1,12000000,32248241,32.940597,6.4,0.64,0.37,0.47,2015-01-30
Cadillac Records,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]","{0: 'Adrien Brody', 1: 'Jeffrey Wright', 2: 'Beyoncé Knowles', 3: 'Gabrielle Union', 4: 'Columbus Short', 5: 'Cedric the Entertainer', 6: 'Emmanuelle Chriqui'}",Darnell Martin,109,86,0,0,0,12000000,0,13.427427,6.9,0.7,0.66,0.65,2008-12-05
For Your Consideration,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: ""Catherine O'Hara"", 1: 'Harry Shearer', 2: 'Parker Posey', 3: 'Christopher Moynihan', 4: 'John Michael Higgins', 5: 'Carrie Aizley', 6: 'Eugene Levy'}",Christopher Guest,86,43,0,0,1,12000000,5542025,4.330428,5.9,0.63,0.51,0.68,2006-11-22
Running with Scissors,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Annette Bening', 1: 'Brian Cox', 2: 'Joseph Cross', 3: 'Joseph Fiennes', 4: 'Evan Rachel Wood', 5: 'Alec Baldwin', 6: 'Jill Clayburgh'}",Ryan Murphy,116,78,0,0,1,12000000,6754898,4.770195,5.8,0.62,0.31,0.52,2006-10-27
From Justin to Kelly,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Kelly Clarkson', 1: 'Justin Guarini ', 2: 'Brandon Henschel', 3: 'Greg Siff', 4: 'Brian Dietzen', 5: 'Jason Yribar', 6: 'Justin Gorence'}",Robert Iscove,90,23,0,0,1,12000000,4922166,1.623338,3,0.21,0.1,0.14,2003-06-20
Girl 6,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Theresa Randle', 1: 'Isaiah Washington', 2: 'Spike Lee', 3: 'Jenifer Lewis', 4: 'Debi Mazar', 5: 'Peter Berg', 6: 'Michael Imperioli'}",Spike Lee,108,16,0,0,1,12000000,4939939,2.993939,5.7,0.5,0.33,0.44,1996-03-22
In the Cut,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Meg Ryan', 1: 'Mark Ruffalo', 2: 'Jennifer Jason Leigh', 3: 'Nick Damici', 4: 'Heather Litteer', 5: 'Kevin Bacon'}",Jane Campion,119,89,0,0,1,12000000,23,10.536092,4.6,0.53,0.34,0.46,2003-09-09
Two Lovers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Joaquin Phoenix', 1: 'Gwyneth Paltrow', 2: 'Isabella Rossellini', 3: 'Vinessa Shaw', 4: 'Moni Moshonov', 5: 'Elias Koteas', 6: 'Bob Ari'}",James Gray,110,154,0,0,0,12000000,3148182,8.290636,6.6,0.71,0.83,0.74,2008-11-19
The Host,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Song Kang-ho', 1: 'Park Hae-il', 2: 'Bae Doona', 3: 'Ko Ah-sung', 4: 'Byun Hee-bong', 5: 'Scott Wilson', 6: 'Paul Lazar'}",Bong Joon-ho,119,537,1,0,0,11000000,88489643,27.65527,6.7,0.59,0.09,0.35,2006-07-27
Ravenous,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]","{0: 'Guy Pearce', 1: 'Robert Carlyle', 2: 'David Arquette', 3: 'Jeremy Davies', 4: 'Neal McDonough', 5: 'Stephen Spinella', 6: 'Joseph Runningfox'}",Antonia Bird,100,141,0,0,1,12000000,0,9.164386,6.9,0.7,0.45,0.46,1999-03-16
Charlie Bartlett,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Anton Yelchin', 1: 'Robert Downey Jr.', 2: 'Hope Davis', 3: 'Kat Dennings', 4: 'Tyler Hilton', 5: 'Mark Rendall', 6: 'Dylan Taylor'}",Jon Poll,97,225,0,1,1,12000000,0,9.779444,6.5,0.7,0.56,0.54,2008-02-22
The Great Beauty,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Toni Servillo', 1: 'Carlo Verdone', 2: 'Sabrina Ferilli', 3: 'Carlo Buccirosso', 4: 'Iaia Forte', 5: 'Pamela Villoresi', 6: 'Galatea Ranzi'}",Paolo Sorrentino,142,720,1,0,1,12400000,8371085,32.523573,7.3,0.78,0.91,0.86,2013-05-21
Stoker,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Mia Wasikowska', 1: 'Nicole Kidman', 2: 'Matthew Goode', 3: 'Dermot Mulroney', 4: 'Jacki Weaver', 5: 'Lucas Till', 6: 'Alden Ehrenreich'}",Park Chan-wook,99,882,0,0,1,12000000,12077441,27.322212,6.5,0.68,0.7,0.58,2013-02-28
2046,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Tony Leung Chiu-Wai', 1: 'Zhang Ziyi', 2: 'Faye Wong', 3: 'Takuya Kimura', 4: 'Gong Li', 5: 'Carina Lau', 6: 'Siu Ping-Lam'}",Wong Kar-wai,129,206,1,0,0,12000000,19271312,12.664787,6.9,0.75,0.85,0.78,2004-05-20
Married Life,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Chris Cooper', 1: 'Pierce Brosnan', 2: 'Patricia Clarkson', 3: 'Rachel McAdams', 4: 'David Wenham', 5: 'Annabel Kershaw', 6: 'Sheila Paterson'}",Ira Sachs,90,38,0,0,0,12000000,0,3.004432,6.1,0.63,0.55,0.65,2007-09-12
Duma,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Alex Michaeletos', 1: 'Campbell Scott', 2: 'Mary Makhatho', 3: 'Nthabiseng Kenoshi', 4: 'Hope Davis', 5: 'Jennifer Steyn', 6: 'Nicky Rebello'}",Carroll Ballard,100,41,0,0,1,12000000,0,4.795244,6.9,0.73,0.93,0.82,2005-04-22
Ondine,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Colin Farrell', 1: 'Alicja Bachleda-Curuś', 2: 'Dervla Kirwan', 3: 'Alison Barry', 4: ""Marion O'Dwyer"", 5: 'Tony Curran', 6: ""Mary O'Shea""}",Neil Jordan,111,84,0,0,0,12000000,1644755,5.841285,6.5,0.68,0.7,0.65,2009-09-14
Brother,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Takeshi Kitano', 1: 'Omar Epps', 2: 'Claude Maki', 3: 'Susumu Terajima', 4: 'Masaya Kato', 5: 'Royale Watkins', 6: 'Lombardo Boyar'}",Takeshi Kitano,114,107,0,0,1,12000000,15250000,5.327714,6.8,0.72,0.47,0.47,2000-09-09
Welcome to Collinwood,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'William H. Macy', 1: 'Isaiah Washington', 2: 'Sam Rockwell', 3: 'Michael Jeter', 4: 'Luis Guzmán', 5: 'George Clooney', 6: 'Patricia Clarkson'}",Joe Russo,86,50,1,0,1,1200000,0,3.582733,6.2,0.64,0.55,0.61,2002-05-24
The Life Before Her Eyes,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","{0: 'Uma Thurman', 1: 'Evan Rachel Wood', 2: 'Eva Amurri Martino', 3: 'Gabrielle Brennan', 4: 'Brett Cullen', 5: 'Oscar Isaac', 6: 'Jack Gilpin'}",Vadim Perelman,90,88,0,0,1,8000000,0,9.728143,6.1,0.64,0.23,0.38,2007-09-08
Trade,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kevin Kline', 1: 'Cesar Ramos', 2: 'Paulina Gaitán', 3: 'Alicja Bachleda-Curuś', 4: 'Marco Pérez', 5: 'Linda Emond', 6: 'Zack Ward'}",Marco Kreuzpaintner,120,67,0,0,1,12000000,0,11.237374,6.8,0.74,0.31,0.42,2007-01-23
Breakfast of Champions,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Bruce Willis', 1: 'Albert Finney', 2: 'Nick Nolte', 3: 'Barbara Hershey', 4: 'Glenne Headly', 5: 'Lukas Haas', 6: 'Omar Epps'}",Alan Rudolph,110,28,0,1,1,12000000,0,2.695896,5.2,0.46,0.26,0.42,1999-02-13
City of Life and Death,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]","{0: 'Liu Ye', 1: 'Gao Yuanyuan', 2: 'Hideo Nakaizumi', 3: 'John Paisley', 4: 'Beverly Peckous'}",Lu Chuan,132,55,0,0,0,12000000,10652498,4.793348,7.6,0.77,0.92,0.85,2009-04-22
5 Days of War,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Rupert Friend', 1: 'Val Kilmer', 2: 'Andy García', 3: 'Dean Cain', 4: 'Emmanuelle Chriqui', 5: 'Heather Graham', 6: 'Mikko Nousiainen'}",Renny Harlin,113,62,0,0,0,20000000,17479,5.727602,5.8,0.56,0.32,0.31,2011-04-14
Heaven is for Real,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Greg Kinnear', 1: 'Kelly Reilly', 2: 'Connor Corum', 3: 'Thomas Haden Church', 4: 'Jon Ted Wynne', 5: 'Jacob Vargas', 6: 'Lane Styles'}",Randall Wallace,99,229,0,0,0,12000000,101332962,11.150261,6,0.58,0.49,0.47,2014-04-16
Snatch,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jason Statham', 1: 'Brad Pitt', 2: 'Vinnie Jones', 3: 'Dennis Farina', 4: 'Benicio del Toro', 5: 'Stephen Graham', 6: 'Alan Ford'}",Guy Ritchie,103,2912,0,1,1,10000000,83557872,53.595686,7.7,0.83,0.73,0.55,2000-09-01
Pet Sematary,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]","{0: 'Dale Midkiff', 1: 'Fred Gwynne', 2: 'Denise Crosby', 3: 'Brad Greenquist', 4: 'Michael Lombard', 5: 'Miko Hughes', 6: 'Blaze Berdahl'}",Mary Lambert,103,407,0,0,0,11500000,57469467,20.747994,6.4,0.66,0.48,0.38,1989-04-21
Gremlins,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Zach Galligan', 1: 'Phoebe Cates', 2: 'Hoyt Axton', 3: 'Polly Holliday', 4: 'Dick Miller', 5: 'Keye Luke', 6: 'Belinda Balaski'}",Joe Dante,106,1596,0,0,1,11000000,153083102,45.072136,6.9,0.72,0.84,0.7,1984-06-07
Star Wars,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Mark Hamill', 1: 'Harrison Ford', 2: 'Carrie Fisher', 3: 'Peter Cushing', 4: 'Alec Guinness', 5: 'Anthony Daniels', 6: 'Kenny Baker'}",George Lucas,121,6624,1,1,1,11000000,775398007,126.393695,8.1,0.86,0.93,0.9,1977-05-25
Dirty Grandpa,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Zac Efron', 1: 'Robert De Niro', 2: 'Julianne Hough', 3: 'Aubrey Plaza', 4: 'Dermot Mulroney', 5: 'Zoey Deutch', 6: 'Adam Pally'}",Dan Mazer,102,1406,0,0,1,11500000,94073028,56.805781,5.7,0.59,0.11,0.21,2016-01-21
Doctor Zhivago,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","{0: 'Omar Sharif', 1: 'Julie Christie', 2: 'Geraldine Chaplin', 3: 'Rod Steiger', 4: 'Alec Guinness', 5: 'Siobhán McKenna', 6: 'Ralph Richardson'}",David Lean,197,247,0,0,0,11000000,111858363,12.854853,7.4,0.8,0.82,0.69,1965-12-22
The Fighter,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Mark Wahlberg', 1: 'Christian Bale', 2: 'Amy Adams', 3: 'Melissa Leo', 4: ""Mickey O'Keefe"", 5: 'Dendrie Taylor', 6: 'Jack McGee'}",David O. Russell,116,1486,0,1,0,25000000,93617009,31.019381,7.2,0.78,0.9,0.79,2010-12-17
Jackass Number Two,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]","{0: 'Johnny Knoxville', 1: 'Bam Margera', 2: 'Steve-O', 3: 'Chris Pontius', 4: 'Ryan Dunn', 5: 'Dave England', 6: 'Jason Acuña'}",Jeff Tremaine,95,298,0,0,1,11000000,72778712,11.227087,6.4,0.71,0.63,0.66,2006-09-22
My Cousin Vinny,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Joe Pesci', 1: 'Ralph Macchio', 2: 'Marisa Tomei', 3: 'Mitchell Whitfield', 4: 'Fred Gwynne', 5: 'Bruce McGill', 6: 'Lane Smith'}",Jonathan Lynn,120,384,0,0,1,11000000,64088552,19.231507,7.3,0.75,0.85,0.68,1992-03-13
If I Stay,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Chloë Grace Moretz', 1: 'Jamie Blackley', 2: 'Liana Liberato', 3: 'Mireille Enos', 4: 'Stacy Keach', 5: 'Gabrielle Rose', 6: 'Joshua Leonard'}",R.J. Cutler,106,1368,1,0,0,11000000,78874843,31.162838,7.3,0.68,0.35,0.46,2014-08-21
Drive Hard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Thomas Jane', 1: 'John Cusack', 2: 'Zoe Ventoura', 3: 'Damien Garvey', 4: 'Christopher Morris', 5: 'Yesse Spence', 6: 'Andrew Buchanan'}",Brian Trenchard-Smith,96,74,1,0,1,12000000,0,3.94487,3.9,0.43,0.08,0.29,2014-05-26
Major League,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Tom Berenger', 1: 'Charlie Sheen', 2: 'Corbin Bernsen', 3: 'Margaret Whitton', 4: 'James Gammon', 5: 'Rene Russo', 6: 'Wesley Snipes'}",David S. Ward,107,217,0,0,1,11000000,49797148,7.559192,6.6,0.72,0.83,0.62,1989-02-16
Phone Booth,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Colin Farrell', 1: 'Kiefer Sutherland', 2: 'Forest Whitaker', 3: 'Radha Mitchell', 4: 'Katie Holmes', 5: 'Paula Jai Parker', 6: 'Domenick Lombardozzi'}",Joel Schumacher,81,1062,0,0,1,13000000,97837138,38.018085,6.7,0.71,0.71,0.56,2002-09-09
A Walk to Remember,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Mandy Moore', 1: 'Shane West', 2: 'Peter Coyote', 3: 'Daryl Hannah', 4: 'Lauren German', 5: 'Clayne Crawford', 6: 'Paz de la Huerta'}",Adam Shankman,101,1018,0,0,0,11000000,41227069,33.283554,7.5,0.74,0.27,0.35,2002-01-25
Dead Man Walking,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Susan Sarandon', 1: 'Sean Penn', 2: 'Robert Prosky', 3: 'Raymond J. Barry', 4: 'R. Lee Ermey', 5: 'Celia Weston', 6: 'Lois Smith'}",Tim Robbins,122,337,0,0,0,11000000,39363635,15.864928,7.3,0.75,0.95,0.8,1995-12-29
Cruel Intentions,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Sarah Michelle Gellar', 1: 'Ryan Phillippe', 2: 'Reese Witherspoon', 3: 'Selma Blair', 4: 'Louise Fletcher', 5: 'Joshua Jackson', 6: 'Eric Mabius'}",Roger Kumble,97,827,0,0,1,10500000,75902208,23.449703,6.6,0.68,0.49,0.56,1999-03-05
Saw VI,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","{0: 'Tobin Bell', 1: 'Costas Mandylor', 2: 'Betsy Russell', 3: 'Mark Rolston', 4: 'Peter Outerbridge', 5: 'Shawnee Smith', 6: 'George Newbern'}",Kevin Greutert,90,722,0,0,0,11000000,68233629,31.900899,6,0.6,0.39,0.3,2009-10-22
The Secret Life of Bees,"[{""id"": 12, ""name"": ""Adventure""}]","{0: 'Dakota Fanning', 1: 'Queen Latifah', 2: 'Jennifer Hudson', 3: 'Sophie Okonedo', 4: 'Alicia Keys', 5: 'Sharon Conley', 6: 'Paul Bettany'}",Gina Prince-Bythewood,114,158,0,0,1,11000000,38105395,7.645979,7.4,0.73,0.59,0.57,2008-09-17
